USER,Reference Numbers,,Stage,Cartons,Tracking Numbers / Warehouse Location / Machine / Other Reference,Added Time,Referrer Name,Task Owner
YOLI,,,Carrie's Office - Exception,,Entregado en las manos de mis Kara,1/23/26 14:08,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622001900002134169100487403195495
9622001900002134169100487403195500
9622001900002134169100487403195510",1/23/26 14:05,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622041730002134169100487403195462
9622041730002134169100487403195473
9622041730002134169100487403195484",1/23/26 13:56,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,6,Frente a la oficina de mis Mary,1/23/26 13:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 13:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 13:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 13:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/23/26 13:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/23/26 13:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/23/26 13:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 12:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 12:42,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 12:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,1.00191E+33,1/23/26 12:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,,"9622001900002134169100487403195418
9622001900002134169100487403195429",1/23/26 12:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Special Handling in Process,,"Waiting on response for position 
En espera de respuesta de posición 
1 prenda 
Pidiendo manga izquierda ya tiene bordado logo de eddiebauer 
RHERING",1/23/26 12:02,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 12:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 07,1/23/26 11:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,Frente a la oficina de mis Mery,1/23/26 11:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 11:41,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,4,"1001910543480001135700487403195348
1002866843480001135700487403195359
1002866843480001135700487403195360
1002866843480001135700487403195370",1/23/26 11:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 11:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Machines,1,1 PC RECEIVED FROM MARY TO DOUGM AT 11:15AM,1/23/26 11:16,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 11:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:11,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403195315
9622001900002134169100487403195326",1/23/26 11:11,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/23/26 11:10,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 11:09,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/23/26 11:05,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,2,"9622001900002134169100487403195289
9622001900002134169100487403195290",1/23/26 10:57,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.62204E+33,1/23/26 10:57,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 10:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/23/26 10:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 10:37,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/23/26 10:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/23/26 10:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/23/26 10:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1ZA248890306814597,1/23/26 10:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1ZA248890306820973,1/23/26 10:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,2,"1ZY8R6870358034740
1ZA248890306812008",1/23/26 10:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/23/26 10:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,,,Paperwork Received,,,1/23/26 10:06,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 9:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 8:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 07-21,1/23/26 8:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 16-18,1/23/26 8:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 8,1/23/26 7:57,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,Machine 16,1/23/26 7:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 25,1/23/26 7:53,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/23/26 7:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/23/26 7:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 7:03,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/23/26 7:02,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 17:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 17:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 16:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 16:51,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,52,"197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793
197837793",1/22/26 16:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,3,,1/22/26 16:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 16:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,Frente a la oficina de mis Mary,1/22/26 16:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,,1/22/26 16:33,,dmelendez@royalthreads.com
MCRAE,,,Move to Shipping,3,,1/22/26 16:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
MCRAE,,,Move to Folding,,,1/22/26 16:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
MCRAE,,,Move to Folding,,,1/22/26 16:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
MCRAE,,,Move to Folding,2,,1/22/26 16:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
MCRAE,,,Move to Trim,,,1/22/26 16:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
MCRAE,,,Move to Folding,1,,1/22/26 16:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,4,"1ZY8R6870340260878
1ZY8R6870340254545
1Z80E16V0353380953
9622001900005019487000497012622134",1/22/26 16:16,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 16:01,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 15:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 15:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 15:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 15:40,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Shipping,11,"Dropping off at Mary’s office
Rhonda Order",1/22/26 15:34,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 15:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,,Frente a adivina de mis Mary,1/22/26 15:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,1,,1/22/26 15:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/22/26 15:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/22/26 15:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 7,1/22/26 14:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Carrie's Office - Exception,,A mis mery,1/22/26 14:21,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 14:14,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1ZA248890306812080,1/22/26 14:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,1,1Z7580FA0308776256,1/22/26 14:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,,,Product Received,4,"1Z77V3120354823832
1Z77V3120354824448
1Z77V3120354823814
1Z77V3120354823823",1/22/26 14:05,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 13:51,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 13:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 13:48,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/22/26 13:42,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,1,,1/22/26 13:41,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 13:00,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Special Handling in Process,1,"Going to debag
Rhonda order 
Dm taken from Mary’s window",1/22/26 12:25,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 12:11,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,,,Move to Shipping,1,15 pcs,1/22/26 11:56,,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 11:20,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 11:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,,,Shipped,3,"9622001900002134169100487403194640
9622001900002134169100487403194650
9622001900002134169100487403194661",1/22/26 10:58,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 10:50,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 10:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 10:46,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 10:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,,,Move to Shipping,,,1/22/26 10:16,,dmelendez@royalthreads.com
HOUZE,,,Shipped,1,9.622E+33,1/22/26 9:58,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 9:38,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 24,1/22/26 9:16,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Trim,,,1/22/26 9:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,,,Move to Machines,,Machine 8,1/22/26 9:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
